"Date","Price","Open","High","Low","Vol.","Change %"
"04/20/2025","0.3747","0.3694","0.3772","0.3636","11.06M","1.52%"
"04/19/2025","0.3691","0.3590","0.3739","0.3589","11.40M","2.46%"
"04/18/2025","0.3602","0.3461","0.3622","0.3447","12.34M","4.16%"
"04/17/2025","0.3458","0.3441","0.3502","0.3409","9.05M","0.48%"
"04/16/2025","0.3442","0.3410","0.3495","0.3371","15.71M","0.84%"
"04/15/2025","0.3413","0.3522","0.3562","0.3399","13.43M","-3.07%"
"04/14/2025","0.3522","0.3510","0.3612","0.3492","12.06M","0.31%"
"04/13/2025","0.3511","0.3612","0.3648","0.3469","13.05M","-2.79%"
"04/12/2025","0.3612","0.3479","0.3674","0.3462","8.68M","3.68%"
"04/11/2025","0.3483","0.3387","0.3525","0.3375","12.54M","2.77%"
"04/10/2025","0.3389","0.3474","0.3481","0.3281","13.62M","-2.22%"
"04/09/2025","0.3467","0.3128","0.3503","0.3031","23.28M","10.98%"
"04/08/2025","0.3124","0.3279","0.3379","0.3091","17.29M","-4.66%"
"04/07/2025","0.3276","0.3345","0.3416","0.3047","43.62M","-1.93%"
"04/06/2025","0.3341","0.3700","0.3711","0.3282","11.45M","-9.74%"
"04/05/2025","0.3701","0.3756","0.3781","0.3641","6.53M","-1.52%"
"04/04/2025","0.3759","0.3702","0.3778","0.3621","11.94M","1.53%"
"04/03/2025","0.3702","0.3687","0.3788","0.3528","19.63M","0.29%"
"04/02/2025","0.3691","0.3879","0.3993","0.3656","21.96M","-5.02%"
"04/01/2025","0.3886","0.3806","0.3986","0.3798","12.44M","2.03%"
"03/31/2025","0.3809","0.3800","0.3862","0.3704","15.38M","0.25%"
"03/30/2025","0.3800","0.3779","0.3906","0.3745","12.84M","0.42%"
"03/29/2025","0.3784","0.3931","0.3959","0.3737","12.20M","-3.94%"
"03/28/2025","0.3939","0.4209","0.4219","0.3880","14.70M","-6.40%"
"03/27/2025","0.4209","0.4246","0.4298","0.4160","4.32M","-0.82%"
"03/26/2025","0.4243","0.4288","0.4382","0.4219","5.98M","-0.88%"
"03/25/2025","0.4281","0.4290","0.4329","0.4217","6.79M","-0.25%"
"03/24/2025","0.4292","0.4120","0.4337","0.4067","10.42M","4.08%"
"03/23/2025","0.4123","0.4165","0.4236","0.4071","6.10M","-1.05%"
"03/22/2025","0.4167","0.4119","0.4237","0.4097","5.39M","1.40%"
"03/21/2025","0.4110","0.4215","0.4252","0.4078","5.80M","-2.48%"
"03/20/2025","0.4214","0.4395","0.4397","0.4189","13.47M","-4.02%"
"03/19/2025","0.4391","0.4235","0.4414","0.4232","17.15M","3.54%"
"03/18/2025","0.4241","0.4190","0.4251","0.4027","13.79M","1.19%"
"03/17/2025","0.4191","0.4006","0.4217","0.4006","11.63M","4.53%"
"03/16/2025","0.4009","0.4142","0.4159","0.3988","10.81M","-3.20%"
"03/15/2025","0.4142","0.4022","0.4180","0.4005","8.59M","2.83%"
"03/14/2025","0.4028","0.3923","0.4103","0.3923","14.67M","2.57%"
"03/13/2025","0.3927","0.4012","0.4046","0.3843","25.47M","-2.28%"
"03/12/2025","0.4019","0.3906","0.4059","0.3820","20.06M","3.03%"
"03/11/2025","0.3901","0.3766","0.3986","0.3560","35.74M","3.72%"
"03/10/2025","0.3761","0.3935","0.4141","0.3712","33.53M","-4.45%"
"03/09/2025","0.3936","0.4315","0.4322","0.3896","19.80M","-8.71%"
"03/08/2025","0.4311","0.4364","0.4383","0.4258","11.72M","-1.16%"
"03/07/2025","0.4362","0.4386","0.4510","0.4171","24.96M","-0.45%"
"03/06/2025","0.4381","0.4584","0.4651","0.4322","25.92M","-4.22%"
"03/05/2025","0.4575","0.4381","0.4596","0.4351","25.86M","4.44%"
"03/04/2025","0.4380","0.4461","0.4507","0.4100","26.11M","-2.13%"
"03/03/2025","0.4475","0.5215","0.5227","0.4414","19.30M","-14.34%"
"03/02/2025","0.5225","0.4721","0.5269","0.4675","15.85M","10.58%"
"03/01/2025","0.4725","0.4807","0.4859","0.4612","9.90M","-1.76%"
"02/28/2025","0.4809","0.4834","0.4849","0.4440","20.96M","-0.61%"
"02/27/2025","0.4839","0.4693","0.4936","0.4663","13.45M","2.99%"
"02/26/2025","0.4698","0.4720","0.4808","0.4550","19.32M","-0.31%"
"02/25/2025","0.4713","0.4691","0.4776","0.4413","27.02M","0.64%"
"02/24/2025","0.4683","0.5204","0.5221","0.4649","19.49M","-10.03%"
"02/23/2025","0.5205","0.5308","0.5331","0.5128","6.69M","-1.88%"
"02/22/2025","0.5304","0.5131","0.5342","0.5130","9.30M","2.84%"
"02/21/2025","0.5158","0.5359","0.5561","0.5091","13.29M","-3.57%"
"02/20/2025","0.5349","0.5231","0.5360","0.5179","10.74M","2.62%"
"02/19/2025","0.5212","0.5011","0.5213","0.4936","16.37M","3.90%"
"02/18/2025","0.5017","0.5204","0.5232","0.4848","18.92M","-3.58%"
"02/17/2025","0.5203","0.5149","0.5342","0.5078","16.02M","1.07%"
"02/16/2025","0.5148","0.5157","0.5294","0.5096","11.62M","-0.17%"
"02/15/2025","0.5157","0.5301","0.5337","0.5132","11.13M","-2.71%"
"02/14/2025","0.5301","0.5232","0.5411","0.5204","16.73M","1.32%"
"02/13/2025","0.5232","0.5345","0.5396","0.5111","18.00M","-2.11%"
"02/12/2025","0.5344","0.5092","0.5390","0.4894","21.43M","4.93%"
"02/11/2025","0.5093","0.5111","0.5348","0.5023","18.49M","-0.36%"
"02/10/2025","0.5111","0.4968","0.5162","0.4819","18.95M","2.89%"
"02/09/2025","0.4968","0.5013","0.5146","0.4781","14.15M","-0.91%"
"02/08/2025","0.5013","0.4768","0.5042","0.4710","17.59M","5.11%"
"02/07/2025","0.4770","0.4700","0.5024","0.4651","14.74M","1.48%"
"02/06/2025","0.4700","0.4878","0.5001","0.4656","15.21M","-3.57%"
"02/05/2025","0.4875","0.4946","0.5104","0.4823","13.10M","-1.42%"
"02/04/2025","0.4945","0.5340","0.5421","0.4784","24.21M","-7.41%"
"02/03/2025","0.5341","0.5181","0.5395","0.3972","48.60M","3.01%"
"02/02/2025","0.5185","0.6002","0.6116","0.4916","24.41M","-13.63%"
"02/01/2025","0.6003","0.6483","0.6595","0.5945","11.74M","-7.45%"
"01/31/2025","0.6486","0.6429","0.6722","0.6312","9.62M","0.89%"
"01/30/2025","0.6429","0.6197","0.6552","0.6147","11.76M","3.74%"
"01/29/2025","0.6197","0.6051","0.6403","0.6010","14.38M","2.37%"
"01/28/2025","0.6054","0.6415","0.6502","0.6000","12.70M","-5.64%"
"01/27/2025","0.6415","0.6622","0.6655","0.6030","20.39M","-3.13%"
"01/26/2025","0.6622","0.6835","0.6958","0.6620","6.98M","-3.11%"
"01/25/2025","0.6835","0.6733","0.6901","0.6652","7.60M","1.50%"
"01/24/2025","0.6734","0.6911","0.7093","0.6657","13.74M","-2.56%"
"01/23/2025","0.6911","0.6905","0.7067","0.6680","15.88M","0.09%"
"01/22/2025","0.6905","0.7200","0.7245","0.6879","14.20M","-4.09%"
"01/21/2025","0.7199","0.7044","0.7350","0.6736","22.60M","2.24%"
"01/20/2025","0.7042","0.6858","0.7565","0.6625","42.22M","2.68%"
"01/19/2025","0.6858","0.7486","0.7680","0.6769","32.34M","-8.44%"
"01/18/2025","0.7489","0.8090","0.8137","0.7328","18.86M","-7.45%"
"01/17/2025","0.8092","0.7604","0.8154","0.7603","16.44M","6.45%"
"01/16/2025","0.7602","0.7816","0.7848","0.7509","16.57M","-2.73%"
"01/15/2025","0.7815","0.7315","0.7839","0.7136","16.44M","6.83%"
"01/14/2025","0.7315","0.7018","0.7351","0.6940","12.54M","4.26%"
"01/13/2025","0.7017","0.7254","0.7439","0.6576","19.12M","-3.25%"
"01/12/2025","0.7253","0.7467","0.7564","0.7147","7.25M","-2.83%"
"01/11/2025","0.7464","0.7493","0.7614","0.7309","8.75M","-0.42%"
"01/10/2025","0.7495","0.7280","0.7570","0.7093","15.63M","2.96%"
"01/09/2025","0.7280","0.7272","0.7564","0.7119","20.94M","0.07%"
"01/08/2025","0.7275","0.7504","0.7620","0.6919","20.92M","-3.03%"
"01/07/2025","0.7502","0.8386","0.8386","0.7478","19.13M","-10.55%"
"01/06/2025","0.8386","0.8059","0.8503","0.7953","14.77M","4.07%"
"01/05/2025","0.8059","0.7936","0.8096","0.7801","9.08M","1.54%"
"01/04/2025","0.7936","0.7902","0.8068","0.7821","11.05M","0.38%"
"01/03/2025","0.7906","0.7440","0.7966","0.7326","10.55M","6.29%"
"01/02/2025","0.7438","0.7283","0.7581","0.7282","12.89M","2.13%"
"01/01/2025","0.7283","0.6965","0.7327","0.6803","9.17M","4.53%"
"12/31/2024","0.6967","0.7116","0.7246","0.6855","12.43M","-2.07%"
"12/30/2024","0.7115","0.7072","0.7461","0.6825","15.91M","0.60%"
"12/29/2024","0.7073","0.7443","0.7532","0.6978","9.18M","-4.98%"
"12/28/2024","0.7443","0.7222","0.7497","0.7172","11.16M","3.07%"
"12/27/2024","0.7222","0.7070","0.7480","0.6990","14.62M","2.14%"
"12/26/2024","0.7070","0.7661","0.7720","0.6963","18.69M","-7.74%"
"12/25/2024","0.7663","0.7986","0.8006","0.7583","14.84M","-4.04%"
"12/24/2024","0.7986","0.7739","0.8106","0.7518","18.40M","3.18%"
"12/23/2024","0.7740","0.7217","0.7834","0.6972","26.40M","7.26%"
"12/22/2024","0.7217","0.7050","0.7473","0.6882","25.31M","2.36%"
"12/21/2024","0.7050","0.7436","0.7874","0.6955","28.51M","-5.17%"
"12/20/2024","0.7434","0.7197","0.7541","0.6287","49.58M","3.28%"
"12/19/2024","0.7198","0.7879","0.8092","0.7012","40.34M","-8.66%"
"12/18/2024","0.7881","0.8713","0.8820","0.7844","27.38M","-9.51%"
"12/17/2024","0.8709","0.9203","0.9230","0.8650","19.12M","-5.36%"
"12/16/2024","0.9202","0.9591","0.9783","0.8991","22.94M","-4.06%"
"12/15/2024","0.9592","0.9337","0.9695","0.9032","13.91M","2.75%"
"12/14/2024","0.9335","0.9890","1.0067","0.9118","16.27M","-5.62%"
"12/13/2024","0.9891","0.9936","1.0034","0.9596","20.66M","-0.46%"
"12/12/2024","0.9937","0.9758","1.0526","0.9671","29.83M","1.84%"
"12/11/2024","0.9757","0.9111","0.9875","0.8623","26.35M","7.09%"
"12/10/2024","0.9111","0.9513","0.9679","0.8073","56.83M","-4.24%"
"12/09/2024","0.9515","1.1696","1.1697","0.8307","46.88M","-18.64%"
"12/08/2024","1.1695","1.1444","1.1732","1.1084","27.99M","2.25%"
"12/07/2024","1.1438","1.1571","1.1766","1.1278","29.77M","-1.14%"
"12/06/2024","1.1570","1.1519","1.1960","1.0882","39.87M","0.43%"
"12/05/2024","1.1521","1.2170","1.2366","1.1405","50.91M","-5.33%"
"12/04/2024","1.2170","1.1432","1.2675","1.1324","74.59M","6.45%"
"12/03/2024","1.1432","1.0650","1.1773","1.0339","82.23M","7.36%"
"12/02/2024","1.0648","1.0182","1.0690","0.9344","61.13M","4.59%"
"12/01/2024","1.0181","0.9883","1.0736","0.9452","42.89M","3.00%"
"11/30/2024","0.9884","0.9908","1.0175","0.9547","40.56M","-0.26%"
"11/29/2024","0.9910","0.8846","1.0012","0.8720","32.94M","12.06%"
"11/28/2024","0.8844","0.9075","0.9076","0.8566","20.97M","-2.55%"
"11/27/2024","0.9075","0.8697","0.9113","0.8436","27.27M","4.33%"
"11/26/2024","0.8698","0.8865","0.9198","0.8308","38.51M","-1.99%"
"11/25/2024","0.8874","0.9612","0.9612","0.8706","52.02M","-7.65%"
"11/24/2024","0.9610","0.8529","1.0025","0.8410","100.07M","12.64%"
"11/23/2024","0.8532","0.7560","0.8779","0.7435","67.48M","12.82%"
"11/22/2024","0.7562","0.7118","0.7566","0.6959","29.45M","6.25%"
"11/21/2024","0.7117","0.6752","0.7139","0.6613","27.10M","5.42%"
"11/20/2024","0.6751","0.7053","0.7078","0.6608","21.97M","-4.27%"
"11/19/2024","0.7053","0.7235","0.7400","0.6852","22.76M","-2.51%"
"11/18/2024","0.7235","0.6425","0.7583","0.6406","46.10M","12.62%"
"11/17/2024","0.6424","0.6926","0.6947","0.6309","25.10M","-7.28%"
"11/16/2024","0.6928","0.6241","0.6952","0.6214","34.01M","10.94%"
"11/15/2024","0.6245","0.5717","0.6270","0.5570","30.99M","9.23%"
"11/14/2024","0.5717","0.5931","0.6089","0.5619","31.57M","-3.57%"
"11/13/2024","0.5929","0.6132","0.6298","0.5612","44.08M","-3.31%"
"11/12/2024","0.6132","0.6335","0.6526","0.5839","57.07M","-3.20%"
"11/11/2024","0.6335","0.6050","0.6357","0.5946","68.90M","4.72%"
"11/10/2024","0.6049","0.5645","0.6266","0.5583","70.16M","7.13%"
"11/09/2024","0.5646","0.5474","0.5667","0.5379","21.63M","3.15%"
"11/08/2024","0.5474","0.5435","0.5517","0.5301","27.58M","0.75%"
"11/07/2024","0.5434","0.5438","0.5534","0.5323","28.17M","-0.07%"
"11/06/2024","0.5438","0.5020","0.5460","0.5019","58.95M","8.32%"
"11/05/2024","0.5020","0.4794","0.5039","0.4784","19.76M","4.70%"
"11/04/2024","0.4795","0.4869","0.4974","0.4707","29.81M","-1.51%"
"11/03/2024","0.4868","0.5099","0.5108","0.4774","25.92M","-4.49%"
"11/02/2024","0.5097","0.5124","0.5233","0.5064","14.82M","-0.53%"
"11/01/2024","0.5124","0.5137","0.5294","0.5047","26.33M","-0.26%"
"10/31/2024","0.5137","0.5451","0.5485","0.5114","25.07M","-5.75%"
"10/30/2024","0.5451","0.5495","0.5564","0.5400","20.68M","-0.79%"
"10/29/2024","0.5494","0.5268","0.5534","0.5262","18.45M","4.29%"
"10/28/2024","0.5268","0.5215","0.5320","0.5089","18.25M","0.97%"
"10/27/2024","0.5218","0.5151","0.5264","0.5113","12.73M","1.30%"
"10/26/2024","0.5151","0.5175","0.5259","0.5052","19.38M","-0.51%"
"10/25/2024","0.5177","0.5548","0.5587","0.5033","26.35M","-6.73%"
"10/24/2024","0.5550","0.5437","0.5599","0.5395","17.23M","2.08%"
"10/23/2024","0.5437","0.5710","0.5719","0.5351","19.96M","-4.81%"
"10/22/2024","0.5712","0.5722","0.5800","0.5577","24.33M","-0.19%"
"10/21/2024","0.5723","0.5952","0.6002","0.5690","23.75M","-3.84%"
"10/20/2024","0.5951","0.5632","0.5975","0.5574","18.40M","5.67%"
"10/19/2024","0.5632","0.5589","0.5732","0.5566","14.70M","0.77%"
"10/18/2024","0.5589","0.5377","0.5595","0.5353","14.40M","3.91%"
"10/17/2024","0.5379","0.5539","0.5566","0.5319","16.96M","-2.89%"
"10/16/2024","0.5539","0.5602","0.5633","0.5484","24.32M","-1.14%"
"10/15/2024","0.5603","0.5652","0.5698","0.5396","50.27M","-0.87%"
"10/14/2024","0.5652","0.5434","0.5690","0.5355","24.28M","4.01%"
"10/13/2024","0.5434","0.5522","0.5531","0.5325","13.32M","-1.59%"
"10/12/2024","0.5522","0.5440","0.5556","0.5407","12.65M","1.52%"
"10/11/2024","0.5439","0.5239","0.5468","0.5210","21.72M","3.81%"
"10/10/2024","0.5239","0.5282","0.5316","0.5098","21.71M","-0.80%"
"10/09/2024","0.5282","0.5387","0.5438","0.5213","20.33M","-1.94%"
"10/08/2024","0.5387","0.5388","0.5447","0.5305","24.63M","-0.03%"
"10/07/2024","0.5388","0.5544","0.5641","0.5384","28.41M","-2.81%"
"10/06/2024","0.5544","0.5596","0.5599","0.5476","15.11M","-0.89%"
"10/05/2024","0.5594","0.5474","0.5612","0.5402","14.96M","2.22%"
"10/04/2024","0.5473","0.5349","0.5522","0.5286","22.48M","2.43%"
"10/03/2024","0.5343","0.5350","0.5463","0.5122","33.88M","-0.12%"
"10/02/2024","0.5349","0.5703","0.5820","0.5221","45.95M","-6.21%"
"10/01/2024","0.5703","0.5906","0.6109","0.5550","39.54M","-3.46%"
"09/30/2024","0.5908","0.6262","0.6311","0.5789","36.28M","-5.62%"
"09/29/2024","0.6259","0.6351","0.6355","0.6082","21.24M","-1.45%"
"09/28/2024","0.6351","0.6443","0.6563","0.6146","15.88M","-1.42%"
"09/27/2024","0.6443","0.6334","0.6663","0.6309","19.07M","1.72%"
"09/26/2024","0.6334","0.6039","0.6374","0.5949","33.76M","4.89%"
"09/25/2024","0.6039","0.6080","0.6205","0.5998","45.36M","-0.59%"
"09/24/2024","0.6075","0.5931","0.6095","0.5826","23.67M","2.43%"
"09/23/2024","0.5931","0.5795","0.5955","0.5692","24.49M","2.34%"
"09/22/2024","0.5795","0.5979","0.5982","0.5661","17.74M","-3.10%"
"09/21/2024","0.5980","0.5834","0.6003","0.5769","15.75M","2.53%"
"09/20/2024","0.5833","0.5725","0.5963","0.5648","25.53M","1.91%"
"09/19/2024","0.5723","0.5502","0.5799","0.5463","25.80M","4.09%"
"09/18/2024","0.5498","0.5398","0.5501","0.5172","28.62M","1.85%"
"09/17/2024","0.5398","0.5290","0.5477","0.5232","19.70M","2.05%"
"09/16/2024","0.5290","0.5442","0.5456","0.5224","21.34M","-2.75%"
"09/15/2024","0.5440","0.5653","0.5674","0.5407","15.12M","-3.77%"
"09/14/2024","0.5653","0.5834","0.5856","0.5612","18.25M","-3.06%"
"09/13/2024","0.5832","0.5609","0.5857","0.5527","22.89M","3.97%"
"09/12/2024","0.5609","0.5477","0.5639","0.5471","26.28M","2.38%"
"09/11/2024","0.5479","0.5468","0.5500","0.5239","27.84M","0.22%"
"09/10/2024","0.5467","0.5419","0.5536","0.5320","23.22M","0.90%"
"09/09/2024","0.5418","0.5237","0.5508","0.5199","21.61M","3.41%"
"09/08/2024","0.5239","0.5144","0.5297","0.5081","16.20M","1.84%"
"09/07/2024","0.5145","0.5160","0.5253","0.5079","17.99M","-0.31%"
"09/06/2024","0.5160","0.5321","0.5426","0.4975","36.73M","-3.01%"
"09/05/2024","0.5321","0.5567","0.5595","0.5275","23.57M","-4.42%"
"09/04/2024","0.5567","0.5477","0.5747","0.5277","38.87M","1.63%"
"09/03/2024","0.5478","0.5674","0.5965","0.5473","36.57M","-3.46%"
"09/02/2024","0.5674","0.5285","0.5698","0.5249","28.41M","7.36%"
"09/01/2024","0.5285","0.5534","0.5558","0.5243","23.58M","-4.49%"
"08/31/2024","0.5534","0.5558","0.5623","0.5505","15.08M","-0.40%"
"08/30/2024","0.5556","0.5529","0.5605","0.5291","27.99M","0.49%"
"08/29/2024","0.5529","0.5366","0.5684","0.5363","26.82M","3.06%"
"08/28/2024","0.5365","0.5459","0.5578","0.5232","35.72M","-1.71%"
"08/27/2024","0.5458","0.5722","0.5886","0.5376","27.47M","-4.60%"
"08/26/2024","0.5721","0.5987","0.6118","0.5721","23.24M","-4.44%"
"08/25/2024","0.5987","0.6134","0.6290","0.5900","22.89M","-2.40%"
"08/24/2024","0.6134","0.6101","0.6245","0.6029","16.71M","0.57%"
"08/23/2024","0.6099","0.5790","0.6114","0.5780","22.50M","5.42%"
"08/22/2024","0.5786","0.5731","0.5861","0.5636","17.85M","0.98%"
"08/21/2024","0.5730","0.5460","0.5780","0.5402","16.41M","4.91%"
"08/20/2024","0.5462","0.5377","0.5548","0.5339","12.31M","1.57%"
"08/19/2024","0.5377","0.5271","0.5380","0.5188","15.34M","2.07%"
"08/18/2024","0.5268","0.5341","0.5441","0.5256","12.77M","-1.34%"
"08/17/2024","0.5340","0.5278","0.5349","0.5202","11.50M","1.16%"
"08/16/2024","0.5278","0.5270","0.5390","0.5148","16.29M","0.16%"
"08/15/2024","0.5270","0.5455","0.5564","0.5179","18.73M","-3.40%"
"08/14/2024","0.5455","0.5589","0.5625","0.5376","15.29M","-2.40%"
"08/13/2024","0.5589","0.5536","0.5664","0.5348","15.23M","0.93%"
"08/12/2024","0.5538","0.5291","0.5636","0.5260","20.94M","4.67%"
"08/11/2024","0.5291","0.5649","0.5709","0.5266","14.28M","-6.31%"
"08/10/2024","0.5647","0.5553","0.5695","0.5503","12.58M","1.71%"
"08/09/2024","0.5552","0.5612","0.5649","0.5420","18.55M","-1.09%"
"08/08/2024","0.5613","0.5098","0.5688","0.5022","19.63M","10.11%"
"08/07/2024","0.5098","0.5208","0.5389","0.5012","25.70M","-2.18%"
"08/06/2024","0.5212","0.5076","0.5376","0.5068","35.32M","2.69%"
"08/05/2024","0.5075","0.5296","0.5344","0.4415","84.13M","-4.15%"
"08/04/2024","0.5295","0.5599","0.5668","0.5137","25.34M","-5.40%"
"08/03/2024","0.5597","0.6051","0.6055","0.5416","28.14M","-7.44%"
"08/02/2024","0.6047","0.6982","0.7062","0.6027","27.70M","-13.40%"
"08/01/2024","0.6982","0.6719","0.7000","0.6337","29.77M","3.89%"
"07/31/2024","0.6721","0.6801","0.7140","0.6636","23.53M","-1.18%"
"07/30/2024","0.6801","0.6642","0.7057","0.6600","23.80M","2.40%"
"07/29/2024","0.6642","0.6577","0.6887","0.6573","20.57M","1.03%"
"07/28/2024","0.6574","0.6763","0.6972","0.6502","20.31M","-2.79%"
"07/27/2024","0.6763","0.6753","0.6848","0.6611","22.55M","0.14%"
"07/26/2024","0.6753","0.6348","0.6969","0.6307","30.16M","6.40%"
"07/25/2024","0.6347","0.6691","0.6691","0.6015","38.98M","-5.13%"
"07/24/2024","0.6691","0.5999","0.7074","0.5947","47.47M","11.53%"
"07/23/2024","0.5999","0.6271","0.6346","0.5947","23.14M","-4.32%"
"07/22/2024","0.6270","0.6528","0.6567","0.6222","19.71M","-3.93%"
"07/21/2024","0.6527","0.6473","0.6579","0.6184","16.23M","0.82%"
"07/20/2024","0.6474","0.6415","0.6478","0.6303","17.25M","0.89%"
"07/19/2024","0.6417","0.6052","0.6433","0.5926","20.09M","5.99%"
"07/18/2024","0.6054","0.6141","0.6376","0.5949","19.64M","-1.41%"
"07/17/2024","0.6141","0.6153","0.6334","0.6122","21.63M","-0.18%"
"07/16/2024","0.6152","0.6231","0.6285","0.5899","25.61M","-1.28%"
"07/15/2024","0.6232","0.5824","0.6241","0.5818","21.70M","6.98%"
"07/14/2024","0.5825","0.5714","0.5838","0.5643","14.35M","1.96%"
"07/13/2024","0.5713","0.5569","0.5764","0.5544","17.83M","2.60%"
"07/12/2024","0.5568","0.5443","0.5575","0.5348","19.91M","2.26%"
"07/11/2024","0.5445","0.5519","0.5706","0.5428","20.57M","-1.37%"
"07/10/2024","0.5521","0.5453","0.5583","0.5387","21.23M","1.24%"
"07/09/2024","0.5453","0.5241","0.5488","0.5186","26.96M","4.05%"
"07/08/2024","0.5241","0.5060","0.5425","0.4876","30.59M","3.59%"
"07/07/2024","0.5059","0.5431","0.5438","0.5025","23.45M","-6.80%"
"07/06/2024","0.5428","0.5098","0.5461","0.5027","21.82M","6.48%"
"07/05/2024","0.5098","0.5348","0.5351","0.4720","45.63M","-4.67%"
"07/04/2024","0.5348","0.5994","0.6036","0.5329","28.87M","-10.79%"
"07/03/2024","0.5994","0.6250","0.6292","0.5918","20.95M","-4.07%"
"07/02/2024","0.6249","0.6187","0.6303","0.6126","19.00M","0.96%"
"07/01/2024","0.6189","0.6321","0.6453","0.6163","18.44M","-2.15%"
"06/30/2024","0.6325","0.6051","0.6342","0.5984","17.92M","4.54%"
"06/29/2024","0.6051","0.6125","0.6324","0.6001","10.97M","-1.21%"
"06/28/2024","0.6125","0.6250","0.6486","0.6119","22.00M","-2.00%"
"06/27/2024","0.6250","0.6155","0.6341","0.6004","18.48M","1.58%"
"06/26/2024","0.6153","0.6406","0.6479","0.6127","20.42M","-3.93%"
"06/25/2024","0.6404","0.6230","0.6459","0.6175","19.55M","2.78%"
"06/24/2024","0.6231","0.6165","0.6268","0.5881","26.54M","1.12%"
"06/23/2024","0.6162","0.6235","0.6387","0.6111","14.02M","-1.13%"
"06/22/2024","0.6233","0.6298","0.6341","0.6209","17.43M","-1.07%"
"06/21/2024","0.6300","0.6339","0.6498","0.6213","23.67M","-0.64%"
"06/20/2024","0.6341","0.6242","0.6665","0.6213","25.14M","1.57%"
"06/19/2024","0.6242","0.5986","0.6305","0.5900","27.07M","4.28%"
"06/18/2024","0.5986","0.6579","0.6601","0.5738","41.13M","-9.01%"
"06/17/2024","0.6579","0.7211","0.7259","0.6439","26.87M","-8.77%"
"06/16/2024","0.7211","0.7127","0.7297","0.7011","12.47M","1.20%"
"06/15/2024","0.7126","0.7040","0.7321","0.7014","20.29M","1.21%"
"06/14/2024","0.7041","0.7308","0.7487","0.6943","25.18M","-3.65%"
"06/13/2024","0.7308","0.7794","0.7822","0.7265","24.66M","-6.23%"
"06/12/2024","0.7794","0.7478","0.7941","0.7304","23.83M","4.21%"
"06/11/2024","0.7479","0.7844","0.7909","0.7388","25.64M","-4.65%"
"06/10/2024","0.7844","0.8050","0.8116","0.7791","16.43M","-2.55%"
"06/09/2024","0.8050","0.8008","0.8084","0.7898","13.66M","0.45%"
"06/08/2024","0.8013","0.8519","0.8583","0.7894","21.11M","-5.95%"
"06/07/2024","0.8520","0.9183","0.9402","0.7895","21.53M","-7.19%"
"06/06/2024","0.9180","0.9357","0.9360","0.9038","11.61M","-1.88%"
"06/05/2024","0.9356","0.9139","0.9425","0.9139","14.55M","2.38%"
"06/04/2024","0.9139","0.8763","0.9155","0.8612","14.94M","4.25%"
"06/03/2024","0.8766","0.8770","0.9083","0.8663","17.60M","-0.08%"
"06/02/2024","0.8773","0.8935","0.9012","0.8710","12.49M","-1.81%"
"06/01/2024","0.8935","0.8738","0.8996","0.8672","9.43M","2.26%"
"05/31/2024","0.8738","0.8866","0.8928","0.8605","14.78M","-1.44%"
"05/30/2024","0.8866","0.9076","0.9243","0.8756","17.34M","-2.35%"
"05/29/2024","0.9079","0.9352","0.9533","0.9040","17.55M","-2.92%"
"05/28/2024","0.9351","0.9612","0.9670","0.9201","19.64M","-2.73%"
"05/27/2024","0.9613","0.9203","0.9721","0.9160","17.11M","4.45%"
"05/26/2024","0.9204","0.9488","0.9606","0.9100","10.55M","-3.02%"
"05/25/2024","0.9491","0.9397","0.9606","0.9346","11.03M","0.99%"
"05/24/2024","0.9398","0.9250","0.9446","0.8995","20.05M","1.60%"
"05/23/2024","0.9250","0.9400","0.9535","0.8782","25.07M","-1.61%"
"05/22/2024","0.9402","0.9641","0.9670","0.9331","16.04M","-2.48%"
"05/21/2024","0.9641","0.9549","0.9749","0.9385","21.45M","1.00%"
"05/20/2024","0.9545","0.8674","0.9585","0.8551","16.71M","10.03%"
"05/19/2024","0.8675","0.9089","0.9133","0.8604","10.64M","-4.55%"
"05/18/2024","0.9089","0.8985","0.9093","0.8874","13.45M","1.15%"
"05/17/2024","0.8985","0.8705","0.9103","0.8666","15.02M","3.20%"
"05/16/2024","0.8707","0.8675","0.8887","0.8538","15.86M","0.37%"
"05/15/2024","0.8675","0.8135","0.8758","0.8085","18.07M","6.61%"
"05/14/2024","0.8137","0.8487","0.8556","0.8110","18.26M","-4.12%"
"05/13/2024","0.8487","0.8344","0.8673","0.8044","19.15M","1.72%"
"05/12/2024","0.8343","0.8439","0.8536","0.8278","10.95M","-1.23%"
"05/11/2024","0.8447","0.8615","0.8730","0.8425","14.37M","-1.95%"
"05/10/2024","0.8615","0.9093","0.9260","0.8561","19.11M","-5.30%"
"05/09/2024","0.9097","0.8741","0.9166","0.8636","16.91M","4.07%"
"05/08/2024","0.8741","0.8759","0.9136","0.8611","19.71M","-0.21%"
"05/07/2024","0.8759","0.8888","0.9109","0.8711","17.45M","-1.45%"
"05/06/2024","0.8888","0.9141","0.9422","0.8881","17.17M","-2.78%"
"05/05/2024","0.9142","0.9084","0.9249","0.8932","12.56M","0.64%"
"05/04/2024","0.9084","0.9098","0.9201","0.8971","16.26M","-0.14%"
"05/03/2024","0.9096","0.8727","0.9175","0.8518","17.59M","4.17%"
