"Date","Price","Open","High","Low","Vol.","Change %"
"05/15/2023","0.7621","0.7548","0.7779","0.7421","3.19M","0.97%"
"05/14/2023","0.7548","0.7501","0.7638","0.7410","2.38M","0.63%"
"05/13/2023","0.7501","0.7540","0.7550","0.7400","2.77M","-0.52%"
"05/12/2023","0.7540","0.7481","0.7551","0.7249","4.08M","0.79%"
"05/11/2023","0.7481","0.7863","0.7863","0.7379","4.00M","-4.85%"
"05/10/2023","0.7863","0.7781","0.7980","0.7533","4.61M","1.05%"
"05/09/2023","0.7781","0.7687","0.7857","0.7599","3.41M","1.31%"
"05/08/2023","0.7680","0.8381","0.8420","0.7444","7.66M","-8.36%"
"05/07/2023","0.8381","0.8471","0.8579","0.8362","2.19M","-1.06%"
"05/06/2023","0.8471","0.8801","0.8852","0.8324","3.31M","-3.75%"
"05/05/2023","0.8801","0.8791","0.8908","0.8631","5.11M","0.02%"
"05/04/2023","0.8800","0.8673","0.9029","0.8600","8.22M","1.46%"
"05/03/2023","0.8673","0.8602","0.8757","0.8282","4.18M","0.82%"
"05/02/2023","0.8602","0.8510","0.8680","0.8370","3.81M","1.08%"
"05/01/2023","0.8510","0.8889","0.8918","0.8340","4.88M","-4.26%"
"04/30/2023","0.8889","0.9071","0.9126","0.8831","3.12M","-2.01%"
"04/29/2023","0.9071","0.9039","0.9129","0.8972","2.29M","0.36%"
"04/28/2023","0.9039","0.9019","0.9069","0.8870","3.14M","0.22%"
"04/27/2023","0.9019","0.8851","0.9101","0.8814","4.70M","1.90%"
"04/26/2023","0.8851","0.9091","0.9400","0.8461","7.74M","-2.64%"
"04/25/2023","0.9091","0.9120","0.9228","0.8672","9.47M","-0.32%"
"04/24/2023","0.9120","0.9016","0.9581","0.8911","12.48M","1.12%"
"04/23/2023","0.9019","0.9229","0.9232","0.8712","4.29M","-2.27%"
"04/22/2023","0.9229","0.9031","0.9267","0.9012","3.20M","2.18%"
"04/21/2023","0.9031","0.9419","0.9539","0.8919","5.25M","-4.12%"
"04/20/2023","0.9419","0.9559","0.9713","0.9304","5.69M","-1.46%"
"04/19/2023","0.9559","1.0600","1.0600","0.9461","8.16M","-9.82%"
"04/18/2023","1.0600","1.0321","1.0649","1.0171","6.28M","2.70%"
"04/17/2023","1.0321","1.0681","1.0690","1.0139","5.83M","-3.37%"
"04/16/2023","1.0681","1.0590","1.0759","1.0339","5.82M","0.86%"
"04/15/2023","1.0590","1.0497","1.0670","1.0278","5.61M","0.89%"
"04/14/2023","1.0497","1.0173","1.0561","1.0102","9.18M","3.02%"
"04/13/2023","1.0189","0.9859","1.0239","0.9771","4.50M","3.34%"
"04/12/2023","0.9859","0.9961","0.9979","0.9590","5.86M","-1.02%"
"04/11/2023","0.9961","1.0058","1.0078","0.9912","3.86M","-0.96%"
"04/10/2023","1.0058","0.9869","1.0080","0.9712","3.41M","1.91%"
"04/09/2023","0.9869","0.9820","0.9949","0.9630","2.68M","0.58%"
"04/08/2023","0.9812","0.9871","0.9989","0.9770","3.06M","-0.60%"
"04/07/2023","0.9871","1.0159","1.0189","0.9770","6.00M","-2.83%"
"04/06/2023","1.0159","1.0109","1.0437","0.9941","12.44M","0.50%"
"04/05/2023","1.0108","0.9810","1.0160","0.9710","6.55M","3.04%"
"04/04/2023","0.9810","0.9703","0.9910","0.9562","4.03M","1.12%"
"04/03/2023","0.9702","0.9689","0.9940","0.9378","7.78M","0.13%"
"04/02/2023","0.9689","0.9989","1.0019","0.9559","4.42M","-3.02%"
"04/01/2023","0.9991","0.9989","1.0041","0.9819","3.52M","0.11%"
"03/31/2023","0.9980","0.9689","1.0170","0.9469","6.23M","3.01%"
"03/30/2023","0.9689","0.9881","1.0110","0.9501","4.74M","-1.95%"
"03/29/2023","0.9881","0.9363","1.0080","0.9353","7.79M","5.53%"
"03/28/2023","0.9363","0.9203","0.9419","0.8989","4.39M","1.74%"
"03/27/2023","0.9203","0.9778","0.9791","0.8996","7.08M","-5.88%"
"03/26/2023","0.9778","0.9571","0.9850","0.9482","2.93M","2.16%"
"03/25/2023","0.9571","0.9771","0.9888","0.9401","4.34M","-2.05%"
"03/24/2023","0.9771","1.0240","1.0250","0.9630","6.51M","-4.59%"
"03/23/2023","1.0240","0.9880","1.0442","0.9691","9.90M","3.65%"
"03/22/2023","0.9880","1.0653","1.0653","0.9571","12.92M","-7.26%"
"03/21/2023","1.0653","1.0362","1.1287","1.0031","29.76M","2.65%"
"03/20/2023","1.0378","1.0756","1.0921","1.0071","12.95M","-3.51%"
"03/19/2023","1.0756","1.0402","1.1074","1.0330","8.31M","3.40%"
"03/18/2023","1.0402","1.0745","1.1001","1.0255","9.93M","-3.19%"
"03/17/2023","1.0745","0.9959","1.0745","0.9813","8.21M","7.89%"
"03/16/2023","0.9960","0.9661","1.0000","0.9564","6.65M","2.90%"
"03/15/2023","0.9679","1.0399","1.0609","0.9447","12.21M","-6.91%"
"03/14/2023","1.0398","0.9869","1.0775","0.9582","15.39M","5.36%"
"03/13/2023","0.9869","0.9305","0.9993","0.9110","11.07M","6.06%"
"03/12/2023","0.9305","0.8673","0.9335","0.8448","5.41M","7.29%"
"03/11/2023","0.8673","0.8790","0.9010","0.8291","6.87M","-1.33%"
"03/10/2023","0.8790","0.8920","0.8940","0.8170","11.91M","-1.46%"
"03/09/2023","0.8921","0.9481","0.9781","0.8744","8.78M","-5.91%"
"03/08/2023","0.9481","1.0130","1.0180","0.9428","6.21M","-6.47%"
"03/07/2023","1.0138","1.0523","1.0647","0.9922","6.49M","-3.66%"
"03/06/2023","1.0523","1.0461","1.0707","1.0126","6.77M","0.59%"
"03/05/2023","1.0461","1.0538","1.0761","1.0403","3.30M","-0.70%"
"03/04/2023","1.0535","1.0800","1.0899","1.0272","4.18M","-2.45%"
"03/03/2023","1.0800","1.1440","1.1449","1.0334","8.28M","-5.60%"
"03/02/2023","1.1440","1.1956","1.2093","1.1176","5.51M","-4.31%"
"03/01/2023","1.1956","1.1572","1.2052","1.1449","6.44M","3.33%"
"02/28/2023","1.1571","1.2111","1.2140","1.1512","5.14M","-4.46%"
"02/27/2023","1.2111","1.2270","1.2448","1.1859","8.04M","-1.30%"
"02/26/2023","1.2270","1.2152","1.2279","1.1868","6.04M","0.90%"
"02/25/2023","1.2161","1.1818","1.2607","1.1607","19.27M","2.83%"
"02/24/2023","1.1826","1.2159","1.2357","1.1526","10.66M","-2.74%"
"02/23/2023","1.2159","1.2503","1.2938","1.1983","11.38M","-2.76%"
"02/22/2023","1.2503","1.3131","1.3308","1.1256","28.84M","-4.78%"
"02/21/2023","1.3131","1.3873","1.4419","1.2847","15.76M","-5.35%"
"02/20/2023","1.3873","1.3422","1.4446","1.3350","20.79M","3.36%"
"02/19/2023","1.3422","1.3142","1.3691","1.3015","14.76M","2.13%"
"02/18/2023","1.3142","1.3143","1.4079","1.2840","20.71M","-0.01%"
"02/17/2023","1.3143","1.1048","1.3618","1.1011","30.34M","18.96%"
"02/16/2023","1.1048","1.1520","1.2113","1.0972","14.64M","-4.09%"
"02/15/2023","1.1520","1.0340","1.1657","1.0162","12.18M","11.42%"
"02/14/2023","1.0339","1.0181","1.0508","0.9853","11.73M","1.55%"
"02/13/2023","1.0181","1.0330","1.0431","0.9703","9.96M","-1.44%"
"02/12/2023","1.0330","1.0470","1.0871","1.0169","8.02M","-1.34%"
"02/11/2023","1.0470","1.0227","1.0470","1.0100","5.85M","2.38%"
"02/10/2023","1.0227","1.0280","1.0481","0.9942","10.05M","-0.52%"
"02/09/2023","1.0280","1.1436","1.1459","0.9690","23.08M","-10.11%"
"02/08/2023","1.1436","1.1569","1.2876","1.1266","23.82M","-1.15%"
"02/07/2023","1.1569","1.0829","1.1569","1.0789","10.81M","6.83%"
"02/06/2023","1.0829","1.0958","1.1421","1.0769","9.43M","-1.02%"
"02/05/2023","1.0940","1.1590","1.1659","1.0696","10.46M","-5.61%"
"02/04/2023","1.1590","1.1850","1.1958","1.1471","9.82M","-2.19%"
"02/03/2023","1.1850","1.1062","1.1901","1.1002","15.04M","7.12%"
"02/02/2023","1.1062","1.1243","1.1911","1.1040","14.21M","-1.61%"
"02/01/2023","1.1243","1.0604","1.1470","1.0103","15.69M","5.86%"
"01/31/2023","1.0622","0.9850","1.0790","0.9731","12.74M","7.92%"
"01/30/2023","0.9842","1.1119","1.1149","0.9495","13.82M","-11.48%"
"01/29/2023","1.1118","1.0579","1.1189","1.0450","7.66M","5.09%"
"01/28/2023","1.0579","1.0869","1.1331","1.0400","11.85M","-2.67%"
"01/27/2023","1.0869","1.1119","1.1219","1.0599","15.36M","-2.24%"
"01/26/2023","1.1119","1.1271","1.1641","1.0899","11.76M","-1.35%"
"01/25/2023","1.1271","1.0770","1.1530","1.0460","14.42M","4.65%"
"01/24/2023","1.0770","1.1853","1.2479","1.0663","12.18M","-9.14%"
"01/23/2023","1.1853","1.1688","1.2756","1.1551","18.59M","1.41%"
"01/22/2023","1.1688","1.0550","1.2305","1.0461","19.31M","10.79%"
"01/21/2023","1.0550","1.1016","1.1237","1.0402","16.11M","-4.23%"
"01/20/2023","1.1016","1.0400","1.1058","0.9910","9.49M","5.92%"
"01/19/2023","1.0400","0.9820","1.0420","0.9781","7.52M","5.82%"
"01/18/2023","0.9828","1.0517","1.0937","0.9643","13.19M","-6.54%"
"01/17/2023","1.0517","1.0760","1.0760","1.0281","9.74M","-2.26%"
"01/16/2023","1.0760","1.0890","1.1342","1.0244","17.36M","-1.19%"
"01/15/2023","1.0890","1.0288","1.1545","1.0263","29.40M","5.85%"
"01/14/2023","1.0288","0.9319","1.0833","0.9310","28.26M","10.47%"
"01/13/2023","0.9313","0.8739","0.9471","0.8641","17.74M","6.46%"
"01/12/2023","0.8748","0.8171","0.9105","0.8071","25.91M","7.07%"
"01/11/2023","0.8171","0.8020","0.8220","0.7600","9.02M","1.88%"
"01/10/2023","0.8020","0.7842","0.8030","0.7659","8.44M","2.27%"
"01/09/2023","0.7842","0.7276","0.8414","0.7230","18.85M","7.78%"
"01/08/2023","0.7276","0.6991","0.7311","0.6870","4.80M","4.07%"
"01/07/2023","0.6991","0.7009","0.7210","0.6960","4.73M","-0.26%"
"01/06/2023","0.7009","0.7061","0.7171","0.6739","6.12M","-0.73%"
"01/05/2023","0.7061","0.7269","0.7307","0.7001","4.28M","-2.86%"
"01/04/2023","0.7269","0.7229","0.7441","0.7113","8.72M","0.56%"
"01/03/2023","0.7229","0.6657","0.7552","0.6657","15.58M","8.59%"
"01/02/2023","0.6657","0.6583","0.6742","0.6443","6.61M","1.13%"
"01/01/2023","0.6583","0.6529","0.6604","0.6446","4.20M","0.82%"
"12/31/2022","0.6529","0.6552","0.6676","0.6477","5.38M","-0.35%"
"12/30/2022","0.6552","0.6797","0.6820","0.6418","6.29M","-3.60%"
"12/29/2022","0.6797","0.6918","0.7050","0.6659","6.99M","-1.76%"
"12/28/2022","0.6918","0.7400","0.7410","0.6802","5.09M","-6.51%"
"12/27/2022","0.7400","0.7651","0.7709","0.7301","2.70M","-3.28%"
"12/26/2022","0.7651","0.7441","0.7761","0.7440","3.34M","2.69%"
"12/25/2022","0.7450","0.7579","0.7580","0.7350","1.87M","-1.71%"
"12/24/2022","0.7579","0.7610","0.7649","0.7520","1.60M","-0.40%"
"12/23/2022","0.7610","0.7640","0.7689","0.7500","5.26M","-0.39%"
"12/22/2022","0.7640","0.7688","0.7719","0.7382","3.23M","-0.63%"
"12/21/2022","0.7688","0.7769","0.7778","0.7489","3.56M","-1.07%"
"12/20/2022","0.7771","0.7282","0.7817","0.7190","4.22M","6.72%"
"12/19/2022","0.7282","0.7644","0.7741","0.7121","4.51M","-4.74%"
"12/18/2022","0.7644","0.7851","0.7869","0.7491","2.52M","-2.63%"
"12/17/2022","0.7851","0.7681","0.7860","0.7209","8.21M","2.21%"
"12/16/2022","0.7681","0.8920","0.9050","0.7518","10.90M","-13.89%"
"12/15/2022","0.8920","0.9242","0.9299","0.8900","5.48M","-3.48%"
"12/14/2022","0.9242","0.9576","0.9689","0.9211","4.86M","-3.49%"
"12/13/2022","0.9576","0.9500","0.9828","0.8888","7.49M","0.79%"
"12/12/2022","0.9500","0.9821","0.9870","0.9183","6.04M","-3.26%"
"12/11/2022","0.9821","1.0219","1.0378","0.9794","3.61M","-3.89%"
"12/10/2022","1.0219","1.0248","1.0310","1.0082","4.47M","-0.28%"
"12/09/2022","1.0248","1.0419","1.0456","1.0131","5.93M","-1.64%"
"12/08/2022","1.0419","1.0390","1.0491","1.0031","8.33M","0.28%"
"12/07/2022","1.0390","1.1110","1.1129","1.0226","6.94M","-6.48%"
"12/06/2022","1.1110","1.1002","1.1121","1.0893","4.76M","0.99%"
"12/05/2022","1.1002","1.1251","1.1629","1.0892","8.32M","-2.22%"
"12/04/2022","1.1251","1.0690","1.1329","1.0652","7.30M","5.25%"
"12/03/2022","1.0690","1.1028","1.1032","1.0665","3.78M","-3.07%"
"12/02/2022","1.1029","1.1009","1.1099","1.0749","5.85M","0.18%"
"12/01/2022","1.1009","1.1318","1.1404","1.0921","5.83M","-2.73%"
"11/30/2022","1.1318","1.0946","1.1346","1.0942","7.24M","3.40%"
"11/29/2022","1.0946","1.0928","1.1155","1.0784","6.14M","0.17%"
"11/28/2022","1.0928","1.1203","1.1338","1.0800","5.69M","-2.46%"
"11/27/2022","1.1203","1.1234","1.1537","1.1161","4.06M","-0.27%"
"11/26/2022","1.1234","1.1254","1.1439","1.1119","4.51M","-0.18%"
"11/25/2022","1.1254","1.1472","1.1479","1.1022","4.75M","-1.90%"
"11/24/2022","1.1472","1.1746","1.1827","1.1295","5.42M","-2.30%"
"11/23/2022","1.1742","1.1432","1.1787","1.1274","7.47M","2.72%"
"11/22/2022","1.1432","1.1218","1.1441","1.0751","5.65M","1.90%"
"11/21/2022","1.1218","1.1464","1.1541","1.0911","5.63M","-2.15%"
"11/20/2022","1.1464","1.2310","1.2537","1.1387","4.46M","-6.87%"
"11/19/2022","1.2310","1.2399","1.2432","1.2191","3.93M","1.82%"
"11/18/2022","1.2090","1.2033","1.2316","1.1914","4.37M","1.28%"
"11/17/2022","1.1938","1.1955","1.2287","1.1704","4.40M","-0.15%"
"11/16/2022","1.1955","1.2399","1.2828","1.1844","6.35M","-3.58%"
"11/15/2022","1.2399","1.2005","1.2802","1.1871","5.37M","3.28%"
"11/14/2022","1.2005","1.1859","1.2206","1.1229","7.02M","1.23%"
"11/13/2022","1.1859","1.2316","1.2758","1.1729","8.44M","-3.70%"
"11/12/2022","1.2314","1.2817","1.2984","1.1953","5.83M","-3.93%"
"11/11/2022","1.2818","1.3468","1.3680","1.2171","10.05M","-4.83%"
"11/10/2022","1.3468","1.1589","1.3930","1.1453","15.16M","16.10%"
"11/09/2022","1.1600","1.4532","1.4644","1.1286","14.96M","-19.98%"
"11/08/2022","1.4496","1.7292","1.7367","1.2540","14.52M","-16.17%"
"11/07/2022","1.7292","1.7270","1.7739","1.6886","3.52M","0.07%"
"11/06/2022","1.7279","1.8474","1.8600","1.7227","9.08M","-6.47%"
"11/05/2022","1.8474","1.8482","1.9437","1.8232","12.06M","-0.03%"
"11/04/2022","1.8479","1.7660","1.8727","1.7177","11.75M","4.64%"
"11/03/2022","1.7660","1.6072","2.0549","1.6034","25.81M","9.79%"
"11/02/2022","1.6085","1.6428","1.6846","1.5700","10.25M","-2.09%"
"11/01/2022","1.6428","1.6745","1.6939","1.6191","4.32M","-1.91%"
"10/31/2022","1.6748","1.7167","1.7354","1.6387","6.75M","-2.41%"
"10/30/2022","1.7161","1.7921","1.8150","1.6861","9.05M","-4.24%"
"10/29/2022","1.7921","1.6912","1.8507","1.6898","12.64M","5.93%"
"10/28/2022","1.6917","1.6088","1.7193","1.5943","7.68M","5.16%"
"10/27/2022","1.6088","1.6227","1.7205","1.6051","15.50M","-0.86%"
"10/26/2022","1.6228","1.5473","1.6970","1.5398","13.03M","4.86%"
"10/25/2022","1.5476","1.4795","1.5846","1.4763","6.77M","4.59%"
"10/24/2022","1.4796","1.5175","1.5345","1.4685","5.44M","-2.49%"
"10/23/2022","1.5174","1.4678","1.5356","1.4309","6.12M","3.38%"
"10/22/2022","1.4678","1.4485","1.4785","1.4357","3.14M","1.34%"
"10/21/2022","1.4485","1.4292","1.4565","1.3835","4.44M","1.35%"
"10/20/2022","1.4292","1.4445","1.4798","1.4180","4.30M","-1.06%"
"10/19/2022","1.4445","1.5255","1.5342","1.4358","6.96M","-5.32%"
"10/18/2022","1.5257","1.5360","1.5780","1.5045","5.99M","-0.67%"
"10/17/2022","1.5360","1.4971","1.5435","1.4785","5.19M","2.60%"
"10/16/2022","1.4971","1.4648","1.5140","1.4648","2.82M","2.20%"
"10/15/2022","1.4649","1.4792","1.5013","1.4567","3.18M","-0.97%"
"10/14/2022","1.4792","1.5106","1.5697","1.4574","4.18M","-2.08%"
"10/13/2022","1.5106","1.5572","1.5590","1.3944","7.68M","-2.99%"
"10/12/2022","1.5572","1.5814","1.5970","1.5453","3.18M","-1.53%"
"10/11/2022","1.5814","1.5735","1.6120","1.5294","5.61M","0.50%"
"10/10/2022","1.5736","1.7054","1.7170","1.5687","6.30M","-7.72%"
"10/09/2022","1.7053","1.6856","1.7103","1.6740","3.56M","1.17%"
"10/08/2022","1.6856","1.6844","1.7102","1.6681","2.52M","0.09%"
"10/07/2022","1.6842","1.6955","1.6999","1.6600","3.28M","-0.67%"
"10/06/2022","1.6956","1.7009","1.7234","1.6710","9.31M","-0.32%"
"10/05/2022","1.7010","1.7141","1.7197","1.6556","4.61M","-0.77%"
"10/04/2022","1.7142","1.6797","1.7228","1.6634","5.31M","2.06%"
"10/03/2022","1.6796","1.6240","1.6936","1.6067","5.18M","3.41%"
"10/02/2022","1.6241","1.6833","1.6958","1.6149","5.09M","-3.52%"
"10/01/2022","1.6833","1.6870","1.7049","1.6701","3.90M","-0.23%"
"09/30/2022","1.6871","1.6909","1.7386","1.6638","10.84M","-0.09%"
"09/29/2022","1.6887","1.6402","1.7810","1.6049","15.87M","2.96%"
"09/28/2022","1.6401","1.6520","1.6640","1.5768","7.62M","-0.72%"
"09/27/2022","1.6520","1.6618","1.7328","1.6262","10.80M","-0.75%"
"09/26/2022","1.6645","1.6433","1.6655","1.5931","7.17M","1.29%"
"09/25/2022","1.6433","1.6774","1.6997","1.6221","4.36M","-2.03%"
"09/24/2022","1.6774","1.7067","1.7390","1.6722","5.31M","-1.73%"
"09/23/2022","1.7070","1.7058","1.7589","1.6313","9.04M","0.09%"
"09/22/2022","1.7054","1.6224","1.7188","1.6180","7.92M","5.08%"
"09/21/2022","1.6229","1.6778","1.7577","1.5967","9.29M","-3.27%"
"09/20/2022","1.6778","1.6967","1.7180","1.6360","9.26M","-1.11%"
"09/19/2022","1.6966","1.6529","1.7118","1.5927","9.82M","2.62%"
"09/18/2022","1.6532","1.8397","1.8445","1.5860","8.04M","-10.13%"
"09/17/2022","1.8397","1.7804","1.8493","1.7771","6.32M","3.31%"
"09/16/2022","1.7807","1.7563","1.7923","1.7246","10.01M","1.39%"
"09/15/2022","1.7563","1.8696","1.8696","1.7406","12.21M","-6.07%"
"09/14/2022","1.8699","1.8645","1.8821","1.7969","13.29M","0.29%"
"09/13/2022","1.8645","2.1034","2.1034","1.8466","15.12M","-11.34%"
"09/12/2022","2.1029","2.1151","2.2954","2.0545","15.28M","-0.62%"
"09/11/2022","2.1159","2.1083","2.1457","2.0595","9.09M","0.36%"
"09/10/2022","2.1084","2.1120","2.1845","2.0647","10.97M","-0.17%"
"09/09/2022","2.1121","1.9543","2.2119","1.9457","18.43M","8.08%"
"09/08/2022","1.9542","1.8599","2.0291","1.8500","10.69M","5.07%"
"09/07/2022","1.8599","1.7704","1.8835","1.7344","4.03M","5.06%"
"09/06/2022","1.7703","1.9181","1.9700","1.7549","7.29M","-7.70%"
"09/05/2022","1.9181","1.9483","1.9646","1.8524","6.37M","-1.55%"
"09/04/2022","1.9482","1.9509","1.9801","1.9180","5.09M","-0.14%"
"09/03/2022","1.9510","1.9675","1.9689","1.8867","5.95M","-0.84%"
"09/02/2022","1.9675","2.0465","2.0607","1.9375","8.21M","-3.89%"
"09/01/2022","2.0473","2.0707","2.0880","1.9641","9.04M","-1.13%"
"08/31/2022","2.0707","2.0108","2.1560","1.9821","15.74M","2.99%"
"08/30/2022","2.0107","1.9173","2.0807","1.8724","21.48M","4.87%"
"08/29/2022","1.9173","1.6926","2.0546","1.6745","18.16M","13.48%"
"08/28/2022","1.6895","1.8245","1.8445","1.6789","7.96M","-7.40%"
"08/27/2022","1.8245","1.8508","1.9079","1.7938","8.28M","-1.42%"
"08/26/2022","1.8508","2.1368","2.1376","1.8229","11.60M","-13.39%"
"08/25/2022","2.1368","2.1452","2.2205","2.1273","4.92M","-0.39%"
"08/24/2022","2.1452","2.1460","2.2318","2.0680","7.30M","-0.02%"
"08/23/2022","2.1457","2.1300","2.1683","2.0344","7.27M","0.74%"
"08/22/2022","2.1300","2.1640","2.1766","2.0255","8.90M","-1.57%"
"08/21/2022","2.1640","2.1246","2.1998","2.0909","10.09M","1.86%"
"08/20/2022","2.1246","2.1187","2.2666","2.0392","14.33M","0.28%"
"08/19/2022","2.1187","2.5291","2.5543","2.0942","18.35M","-16.21%"
"08/18/2022","2.5286","2.5661","2.8064","2.4429","23.72M","-1.46%"
"08/17/2022","2.5661","2.6870","2.7461","2.5352","10.77M","-4.50%"
"08/16/2022","2.6870","2.7068","2.7537","2.6379","9.50M","-0.74%"
"08/15/2022","2.7069","2.8327","2.9288","2.6727","14.59M","-4.44%"
"08/14/2022","2.8327","2.9190","2.9369","2.7992","7.33M","-2.96%"
"08/13/2022","2.9193","2.9401","3.0245","2.9061","6.81M","-0.71%"
"08/12/2022","2.9401","2.9703","2.9703","2.8488","8.01M","-1.10%"
"08/11/2022","2.9727","3.0530","3.2323","2.9398","16.59M","-2.61%"
"08/10/2022","3.0526","2.9943","3.1351","2.7847","18.79M","2.23%"
"08/09/2022","2.9858","3.0209","3.1275","2.8080","21.08M","-1.16%"
"08/08/2022","3.0209","2.6251","3.1304","2.6115","35.30M","15.08%"
"08/07/2022","2.6251","2.5709","2.7642","2.5097","14.85M","2.11%"
"08/06/2022","2.5709","2.7287","2.8684","2.5661","21.19M","-5.78%"
"08/05/2022","2.7287","2.6001","2.9826","2.5046","56.69M","5.66%"
"08/04/2022","2.5824","1.8405","2.7738","1.8404","49.41M","40.31%"
"08/03/2022","1.8405","1.8760","1.9426","1.8150","5.56M","-1.89%"
"08/02/2022","1.8760","2.0259","2.0695","1.8146","11.41M","-7.40%"
"08/01/2022","2.0259","1.9284","2.1161","1.9031","8.33M","5.06%"
"07/31/2022","1.9284","1.9199","2.0948","1.9024","9.24M","0.77%"
"07/30/2022","1.9136","1.8605","2.0491","1.8604","9.56M","2.85%"
"07/29/2022","1.8605","1.8721","1.9677","1.8197","5.41M","-0.63%"
"07/28/2022","1.8723","1.7720","1.9649","1.7331","5.11M","5.66%"
"07/27/2022","1.7720","1.5936","1.7792","1.5509","6.72M","10.86%"
"07/26/2022","1.5983","1.6208","1.6282","1.5234","3.24M","-1.39%"
"07/25/2022","1.6208","1.8305","1.8515","1.6208","3.36M","-11.45%"
"07/24/2022","1.8305","1.8508","1.9267","1.8217","5.41M","-1.10%"
"07/23/2022","1.8508","1.8348","1.9078","1.7549","5.08M","0.85%"
"07/22/2022","1.8352","1.8725","2.0014","1.8145","7.15M","-1.99%"
"07/21/2022","1.8725","1.8664","1.8957","1.7498","7.32M","0.33%"
"07/20/2022","1.8664","1.9205","2.1089","1.7936","18.46M","-2.81%"
"07/19/2022","1.9204","1.6837","1.9693","1.6590","18.41M","13.68%"
"07/18/2022","1.6893","1.5708","1.7188","1.5644","6.71M","7.54%"
"07/17/2022","1.5708","1.6012","1.6285","1.5606","3.38M","-1.90%"
"07/16/2022","1.6012","1.5478","1.6090","1.5107","3.61M","3.75%"
"07/15/2022","1.5433","1.5657","1.5960","1.5313","3.79M","-1.41%"
"07/14/2022","1.5654","1.5141","1.5661","1.4416","5.32M","3.39%"
"07/13/2022","1.5141","1.4352","1.5166","1.3841","5.34M","5.49%"
"07/12/2022","1.4352","1.5096","1.5195","1.4236","2.49M","-4.92%"
"07/11/2022","1.5096","1.6456","1.6456","1.5025","2.98M","-8.27%"
"07/10/2022","1.6456","1.6941","1.6973","1.6025","3.57M","-2.86%"
"07/09/2022","1.6941","1.6453","1.7264","1.6402","3.47M","2.98%"
"07/08/2022","1.6451","1.6678","1.7087","1.5951","5.15M","-1.36%"
"07/07/2022","1.6678","1.5998","1.6749","1.5707","3.76M","4.21%"
"07/06/2022","1.6004","1.6057","1.6167","1.5483","6.88M","-0.38%"
"07/05/2022","1.6065","1.6067","1.6699","1.5408","6.92M","-0.01%"
"07/04/2022","1.6067","1.5439","1.6144","1.4984","3.47M","4.06%"
"07/03/2022","1.5440","1.5318","1.5865","1.4884","4.05M","0.82%"
"07/02/2022","1.5315","1.4622","1.5676","1.4455","4.25M","4.73%"
"07/01/2022","1.4623","1.5115","1.5572","1.4344","6.02M","-3.25%"
"06/30/2022","1.5114","1.5605","1.5700","1.3927","6.77M","-3.15%"
"06/29/2022","1.5605","1.6098","1.6954","1.5308","7.20M","-3.07%"
"06/28/2022","1.6098","1.6858","1.8079","1.6092","8.78M","-4.50%"
"06/27/2022","1.6857","1.6372","1.7604","1.6315","6.66M","2.96%"
"06/26/2022","1.6372","1.7897","1.8011","1.6283","2.00M","-8.61%"
"06/25/2022","1.7915","1.7023","1.8017","1.6610","2.36M","5.29%"
"06/24/2022","1.7014","1.6066","1.7367","1.5886","1.93M","5.94%"
"06/23/2022","1.6059","1.4543","1.6255","1.4543","2.61M","10.43%"
"06/22/2022","1.4543","1.4682","1.5212","1.4092","1.56M","-0.95%"
"06/21/2022","1.4682","1.4190","1.5476","1.3909","1.74M","3.47%"
"06/20/2022","1.4190","1.3732","1.4709","1.3185","1.75M","3.33%"
"06/19/2022","1.3732","1.2664","1.3861","1.2148","1.81M","8.43%"
"06/18/2022","1.2664","1.3956","1.4156","1.1628","3.04M","-9.26%"
"06/17/2022","1.3956","1.3960","1.4569","1.3705","1.23M","-0.03%"
"06/16/2022","1.3960","1.6742","1.6920","1.3672","950.13K","-16.52%"
"06/15/2022","1.6723","1.5941","1.6727","1.4002","3.11M","4.78%"
"06/14/2022","1.5960","1.5886","1.6441","1.4017","3.93M","0.60%"
"06/13/2022","1.5864","1.7967","1.8212","1.5121","3.07M","-11.67%"
"06/12/2022","1.7960","2.0626","2.0794","1.7959","1.61M","-12.90%"
"06/11/2022","2.0621","2.2855","2.3411","2.0418","1.27M","-9.77%"
"06/10/2022","2.2855","2.3864","2.4816","2.2566","1.01M","-4.23%"
"06/09/2022","2.3864","2.3883","2.4320","2.3638","350.71K","-0.08%"
"06/08/2022","2.3883","2.4348","2.5051","2.3626","798.90K","-1.99%"
"06/07/2022","2.4367","2.5031","2.5137","2.3254","831.43K","-2.66%"
"06/06/2022","2.5034","2.4378","2.5959","2.4250","576.64K","2.69%"
"06/05/2022","2.4378","2.4760","2.4877","2.4133","544.49K","-1.53%"
"06/04/2022","2.4756","2.4203","2.4889","2.4142","768.97K","2.28%"
"06/03/2022","2.4203","2.5513","2.5513","2.3835","743.53K","-5.14%"
"06/02/2022","2.5513","2.4830","2.5576","2.4083","1.16M","2.75%"
"06/01/2022","2.4830","2.7100","2.7193","2.3939","1.41M","-8.42%"
"05/31/2022","2.7114","2.6815","2.9137","2.6507","1.37M","1.12%"
"05/30/2022","2.6815","2.4307","2.7222","2.3995","1.39M","10.35%"
"05/29/2022","2.4300","2.4037","2.4350","2.3266","841.35K","1.09%"
"05/28/2022","2.4037","2.3565","2.4241","2.3152","884.04K","2.15%"
